"composerName","workTitle"
"Herbert,  Victor","SOLO FOR XYLOPHONE (UNSPECIFIED)"
"Bach,  Johann  Sebastian","SUITE IN C (ORCH.) (ARR. Damrosch)"
"Faure [Fauré],  Gabriel-Urbain","PELLÉAS ET MÉLISANDE, SUITE, OP.80"
"Wagner,  Richard","RING DES NIBELUNGEN, DER: EXCERPTS  (ARR. Stransky)"
"Sachnowsky,  G.","CLOCK, THE"
"Aubert,  Louis","VIELLE CHANSON ESPANOLE (ARR. Humiston)"
"Pergolesi,  Giovanni  Battista","CONCERTINO, STRINGS, NO. 4, F MINOR (ARR. Franko)"
"Anthem,","FRANCE"
"Traditional,","RECITATIONS AND DANCES"
"Anthem,","POLAND"
"Unknown,","THE BENDA MASKED DANCE"
"Lieber,  Arthur","SWEETEST FLOWERS, THE"
"Kramer,  Alex  Walter","NOW LIKE A LANTERN"
"Chopin,  Frédéric","DUMKA (""REVERIE"")"
"Coleridge-Taylor,  Samuel","LIFE AND DEATH"
"Loeffler,  Charles  Martin","POEM FOR ORCHESTRA (LA BONNE CHANSON)"
"Anthem,","MONACO"
"Anthem,","ITALY"
"Anthem,","BELGIUM"
"Anthem,","NETHERLANDS, THE"
"Anthem,","UNITED KINGDOM (GOD SAVE THE QUEEN)"
"Gounod,  Charles","PHILEMON AND BAUCIS"
"Strauss,  Johann, II","ZIGEUNERBARON (GYPSY BARON)"
"Faure [Fauré],  Gabriel-Urbain","MASQUES ET BERGAMASQUES, OP. 112"
"Malipiero,  Gian  Francesco","IMPRESSIONI DAL VERO (PART 2)"
"Bloch,  Ernest","SUITE, VIOLA AND ORCHESTRA"
"Mozart,  Wolfgang  Amadeus","MASS, C MINOR, K.417A (OLD K.427), ""GREAT"""
"Bach,  Johann  Sebastian","ST. MATTHEW PASSION, BWV 244:  ARIA BASED ON ""O, MAN, THY GRIEVOUS SIN BEMOAN""  (ORCH.) (ARR. Reger)"
"Franck,  César","RÉDEMPTION"
"Ries,  Franz","MOTO PERPETUO (SOLO VIOLIN)"
"Lalo,  Edouard","INTERMEZZO, VIOLIN, B FLAT MAJOR"
"Kekeu,","ADAGIO FOR STRINGS"
"Alfven [Alfvén],  Hugo","SYMPHONY NO. 2, D MAJOR, OP. 11"
"Carpenter,  John  Alden","CONCERTINO, PIANO WITH ORCHESTRA"
"Casella,  Alfredo","COUVENT SUR L'EAU SUITE, LE"
"Roussel,  Albert","EVOCATIONS, OP. 15"
"Beethoven,  Ludwig  van","ZÄRTLICHE LIEBE, WOO 123"
"Indy,  Vincent  d'","LÉGENDE DE SAINT-CHRISTOPHE, LA"
"Gliere [Glière],  Reinhold","LES SYRENES, OP. 33"
"Schubert,  Franz","JUENGLING AN DER QUELLE, DER, D.300"
"Schubert,  Franz","GANYMED, D.544"
"Purcell,  Henry","SUITE (ARR. Coates)"
"Vaughan Williams,  Ralph","SYMPHONY NO. 2 IN G MAJOR (A LONDON SYMPHONY)"
"Scriabin,  Alexander","SYMPHONY NO. 4, ""LE POEME D'EXTASE,"" OP. 54"
"Labate,  Bruno","INTERMEZZO FOR WOODWINDS"
"Labate,  Bruno","SCHERZINO FOR SIX WOODWINDS"
"Strauss,  Richard","ROSENKAVALIER, DER, OP. 59"
"Sabata,  Victor  De","JUVENTUS"
"Stransky,  Josef","THY FRAGRANT HAIR"
"Stransky,  Josef","HYMNUS"
"Hadley,  Henry  Kimball","SYMPHONY NO. 1, F MAJOR, OP. 25 (YOUTH AND LIFE)"
"Sowerby,  Leo","CONCERTO, PIANO"
"Schubert,  Franz","ALLMACHT, DIE, D.852 (ARR. Liszt)"
"Monsigny,  Pierre  Alexandre","ALINE, REINE DE GOLCONDE: DANCES (ARR. Gevaert)"
"Respighi,  Ottorino","ANCIENT AIRS AND DANCES (SUITE NO. 1)"
"Rimsky-Korsakov,  Nikolai","SADKO: OPERA (1897)"
"Herbert,  Victor","WOODLAND FANCIES, OP. 34"
"Yon,  Pietro  Alessandro","CONCERTO GREGORIANO FOR ORGAN AND ORCHESTRA"
"Traditional,","SONG OF THE VOLGA BOATMEN (WIND + PERCUSSION) (ARR. Stravinsky)"
"Stravinsky,  Igor","FIREBIRD: SUITE (1919 VERSION)"
"Grant,","GREETINGS OF THE DAY"
"Lohr [Löhr],  Herman","THIS PASSION IS BUT AN EMBER"
"O'Hara,  Geoffrey","THERE IS NO DEATH"
"Debussy,  Claude","FANTASIE FOR PIANO AND ORCHESTRA"
"Roger-Ducasse,  Jean","NOCTURNE DE PRINTEMPS"
"Bloch,  Ernest","SCHELOMO"
"Haydn,  Franz  Joseph","SYMPHONY IN D MAJOR (UNSPECIFIED)"
"Mozart,  Wolfgang  Amadeus","MARCH, A MAJOR, ""TURKISH"" (FROM PIANO SONATA, K.331) (ARR. Herbeck)"
"Parbury,","FIREFLY WALTZ, THE"
"Wagenaar,  Johan","CYRANO DE BERGERAC, OVERTURE, OP. 23"
"Sweet,  Reginald","RIDERS TO THE SEA"
"Saint-Saens [Saint-Saëns],  Camille","HAVANAISE, OP. 83"
"Dohnanyi,  Erno  von","VARIATIONS ON A NURSERY SONG, OP. 25"
"Franck,  César","QUINTET, PIANO AND STRINGS, F MINOR (ARR. PNO+ORCH) (ARR. Damrosch)"
"Corelli,  Arcangelo","CONCERTO GROSSO, OP.6, NO.8, G MINOR (CHRISTMAS)"
"Schoenberg,  Arnold","VERKLAERTE NACHT (TRANSFIGURED NIGHT), OP. 4"
"Mozart,  Wolfgang  Amadeus","SERENADE NO.  7, D MAJOR, K.248B (OLD K.250), ""HAFFNER"""
"Strauss,  Richard","BOURGEOIS GENTILHOMME, LE: INCIDENTAL MUSIC, OP. 60"
"Verdi,  Giuseppe","BALLO IN MASCHERA, UN"
"Strauss,  Richard","BOURGEOIS GENTILHOMME, LE, OP. 60: ORCHESTRAL SUITE"
"Thrane,  Waldemar","KUM KYRA"
"Fourdrain,  Félix  Alfred","LE PAPILLON"
"MacDowell,  Edward  A.","SLUMBER SONG"
"Leoni,  Franco","TALLY HO"
"Bach,  Johann  Sebastian","SUITE NO. 2, B MINOR, BWV 1067 (ARR. MENGELBERG)"
"Brahms,  Johannes","TRIUMPHLIED, OP. 55"
"Ravel,  Maurice","MA MÈRE L'OYE (MOTHER GOOSE): BALLET"
"Traditional,","ENCORE (UNKNOWN)"
"Mozart,  Wolfgang  Amadeus","CONCERTO, PIANO NO. 17, G MAJOR, K.453"
"Dohnanyi,  Erno  von","SUITE FOR ORCHESTRA, OP. 19"
"Jacobi,  Frederick","SYMPHONIC PRELUDE ""THE EVE OF ST. AGNES"""
"Saint-Saens [Saint-Saëns],  Camille","CARNIVAL OF THE ANIMALS"
"Franck,  César","TROIS CHORALS (ORGAN)"
"Roger-Ducasse,  Jean","MARCHE FRANCAISE"
"Beethoven,  Ludwig  van","QUARTET, STRING, OP.  18, NO. 5, A MAJOR"
"Gruenberg,  Louis","HILL OF DREAMS, THE"
"Mason,  Daniel  Gregory","PRELUDE AND FUGUE, OP. 20"
"Vivaldi,  Antonio","CONCERTO, VIOLIN, A MINOR (UNSPECIFIED) (ARR. Nachez)"
"Wieniawski,  Henri","SOLO, VIOLIN WITH ORCHESTRA, CARNAVAL RUSSE"
"Faccio,  Franco","HAMLET"
"Ravel,  Maurice","TOMBEAU DE COUPERIN, LE"
"Sibelius,  Jean","SYMPHONY NO. 5, E FLAT MAJOR, OP. 82"
"Hadley,  Henry  Kimball","OCEAN, THE, OP. 99"
"Skilton,  Charles  Sanford","SUITE PRIMEVAL"
"Berners,  Lord","FANTAISIE ESPAGNOLE"
"Karlowicz,  Mieczyslaw","CONCERTO, VIOLIN, A MAJOR, OP. 8"
"Strauss,  Richard","SONGS, FIVE (FUNF LIEDER), OP. 41, SOPRANO AND PIANO"
"Strauss,  Richard","FREUNDLICHE VISION, OP. 48, NO. 1"
"Strauss,  Richard","SONGS, SIX (SECHS LIEDER), OP. 17, SOPRANO AND PIANO"
"Monteverdi,  Claudio","ORFEO"
"Lalande,  Michel-Richard  De","MUSIC WHILE THE KING DINES"
"Mozart,  Wolfgang  Amadeus","SERENADE NO.  6, D MAJOR, K.239, ""SERENATA NOTTURNA"""
"Le Flem,  Paul","TO THE DEAD"
"Indy,  Vincent  d'","ON THE SHORES OF THE SEAS"
"Powell,  John","OVERTURE, IN OLD VIRGINIA"
"Smith,  David  Stanley","FETE GALANTE"
"Holst,  Gustav","PLANETS, THE, OP. 32"
"Gilbert,  Henry  F.","INDIAN SKETCHES"
"Liszt,  Franz","POLONAISE NO. 2 IN E MAJOR (ARR. Muller-Berghaus)"
"Debussy,  Claude","CHILDREN'S CORNER SUITE (ORCH ARR.) (ARR. Caplet)"
"Adam,  Adolphe  Charles","NOEL"
"Handel,  George  Frideric","ATALANTA"
"Hughes,  Herbert","PARODIES (NURSERY RHYMES)"
"Traditional,","SLUMBER DEAR JESUS"
"Traditional,","CAROL: UNSPECIFIED SELECTIONS"
"Williams,  John  Gerard","POT POURRI"
"Rossini,  Gioachino","BOUTIQUE FANTASQUE, LA (BALLET SUITE) (ARR. Respighi / Carr)"
"Elgar,  Sir  Edward","CONCERTO, VIOLIN, B MINOR, OP.61"
"Scriabin,  Alexander","SYMPHONY NO. 3, C MINOR, OP. 43, ""LE POÈME DIVIN"""
"Liszt,  Franz","LIEBESTRAUME (ORCH ARR.) (ARR. Herbert)"
"Sibelius,  Jean","ROMANCE IN C MAJOR, OP. 42"
"Whithorne,  Emerson","IN THE COURT OF THE POMEGRANATES, OP. 26(B)"
"Bach,  Johann  Sebastian","CON., CLAVIERS (TWO), NO. 1, C MINOR, BWV 1066"
"Liszt,  Franz","CONCERTO PATHETIQUE  (ARR. Pattison)"
"Pierne [Pierné],  Gabriel","POEME SYMPHONIQUE, OP. 37"
"Rimsky-Korsakov,  Nikolai","COQ D'OR, LE: SUITE (ARR. Steinberg)"
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 3, OP. 26, C MAJOR"
"Bach,  Johann  Sebastian","GAVOTTE (UNSPECIFIED) (SOLO PIANO)"
"Gluck,  Christoph  Willibald","GAVOTTE (UNSPECIFIED) (SOLO PIANO) (ARR. Brahms)"
"Weber,  Carl  Maria Von","PERPETUAL MOTION, OP. 24 (SOLO PIANO)"
"Mendelssohn,  Felix","ON WINGS OF SONG, FROM SECHS GESANGE, OP. 34 (ARR. Liszt)"
"Philippe,","PUCK"
"Bach,  Johann  Sebastian","SONATA IN E-FLAT, SICILIENNE (ORCH.) (ARR. Gevaert)"
"Lully,  Jean  Baptiste","BOURGEOIS GENTILHOMME, LE"
"Hammond,  William  G.","LOCHINVAR"
"Vivaldi,  Antonio","CONCERTO GROSSO, D MINOR, RV 129, ""MADRIGALESCO"" (ARR. Siloti)"
"Goossens,  Eugene","FOUR CONCEITS"
"Ravel,  Maurice","VALSE, LA"
"Leginska,  Ethel","BEYOND THE FIELDS WE KNOW"
"Palestrina,  Giovanni  Da","MISSA ""TU ES PETRUS"""
"Vittoria,  Tomasso","VERE LANGUORES"
"Vittoria,  Tomasso","AVE MARIA"
"Pergolesi,  Giovanni  Battista","FAC UT ARDEAT"
"Kallinnikof,  Ivanof","O LORD, I CRY TO THEE"
"Gretchaninoff,  Alexander","CHERUBIC HYMN"
"Traditional,","CAROL: I SAW THREE SHIPS"
"Waddington,  Samuel  P.","SALVE REGINA"
"Foote,  Arthur","IRISH FOLK SONG"
"Rogers,","THE STAR"
"Dvorak,  Antonín","SONGS MY MOTHER TAUGHT ME"
"Schubert,  Franz","WANDERERFANTASIE, D.760 (PIANO/ORCH) (ARR. Liszt)"
"Lyadov,  Anatoli","KIKIMORA, OP. 63"
"Debussy,  Claude","MER, LA [THE SEA]"
"Bach,  Johann  Sebastian","FANTASIA AND FUGUE IN C MINOR, BWV 906 (ARR. Elgar)"
"Mahler,  Gustav","SYMPHONY NO.  3 IN D MINOR"
"Bach,  Johann  Sebastian","BRANDENBURG CONCERTO NO. 5 (ARR. Siloti)"
"Liszt,  Franz","RHAPSODY, NO. 12 (PIANO + ORCH)"
"Rameau,  Jean-Philippe","CASTOR AND POLLUX: BALLET SUITE (ARR. Gevaert)"
"Vaughan Williams,  Ralph","FANTASIA ON A THEME BY THOMAS TALLIS"
"Glazunov,  Alexander","SYMPHONY NO. 4, OP. 48"
"Bizet,  Georges","AGNUS DEI"
"Schelling,  Ernest","IMPRESSIONS FROM AN ARTIST'S LIFE"
"Verdi,  Giuseppe","STABAT MATER (CHOR + ORCH)"
"Verdi,  Giuseppe","TE DEUM"
"Pizzetti,  Ilderbando","FEDRA"
"Malipiero,  Gian  Francesco","SAN FRANCESCO D'ASSISI"
"Dopper,  Cornelius","GOTHIC CHACONNE"
"Diepenbrock,  Alphons","DE VOGELS (THE BIRDS)"
"Goudoever,  H.D.  van","SUITE FOR VIOLONCELLO AND ORCHESTRA"
"Rachmaninoff,  Sergei","MORCEAUX DE FANTASIE (SOLO PIANO)"
"Vaughan Williams,  Ralph","SYMPHONY NO. 1 (A SEA SYMPHONY)"
"Faning,  Eaton","HOW SWEET THE MOONLIGHT SLEEPS"
"Traditional,","SILVERSMITH, THE (ARR. Schindler)"
"Traditional,","BALLAD OF THE KREMLIN, THE (ARR. Schindler)"
"O'Hara,  Geoffrey","WRECK OF THE JULIE PLANTE, THE"
"Dvorak,  Antonín","QUARTET, STRINGS, NO. 12, OP. 96"
"Scalero,  Rosario","SUITE, STRING QUARTET AND STRING ORCHESTRA"
"Scalero,  Rosario","SUITE FOR STRING ORCHESTRA, OP. 29"
"Hadley,  Henry  Kimball","STADIUM, THE (MARCH)"
"Mengelberg,  Willem","BARCAROLLE (ARR. Hadley)"
"Nevin,  Ethelbert","MAY IN TUSCANY, OP. 21 (ARR. Unspecified)"
"Nevin,  Ethelbert","THREE DUETS, OP. 6 (ARR. Unspecified)"
"Watts,  Wintter","ETCHINGS"
"Tchaikovsky,  Pyotr  Ilyich","PIQUE DAME (QUEEN OF SPADES)"
"Traditional,","ELI ELI (ARR. Jacchia)"
"Dunham,  Henry  M.","AURORA"
"Rachmaninoff,  Sergei","PRELUDE IN C SHARP MINOR"
"Chadwick,  George  Whitefield","SYMPHONIC SKETCHES"
"Hosmer,  Lucius","NORTHERN RHAPSODY"
"Hadley,  Henry  Kimball","PIERROT"
"Hadley,  Henry  Kimball","PIRETTE"
"Breil,  Joseph  C.","EGYPTIAN SKETCHES"
"Liszt,  Franz","POLONAISE NO. 2 (ORCH) (ARR. Unspecified)"
"Taylor,  Deems","SIREN SONG, THE OP. 2"
"Liszt,  Franz","LIEBESTRAUME (ORCH) (ARR. Unspecified)"
"MacDowell,  Edward  A.","SUITE NO. 1, A MINOR, OP. 42"
"Wagner,  Richard","PARSIFAL, KLINGSOR'S MAGIC GARDEN AND THE FLOWER MAIDENS (ARR. Steinbach)"
"Halvorsen,  Johan","MARCH OF THE BOJARES"
"Hadley,  Henry  Kimball","AUTUMN TWILIGHT"
"Hadley,  Henry  Kimball","WOOD PIXIES"
"Hadley,  Henry  Kimball","NIGHT IN OLD GRANADA, A"
"Luigini,  Alexandre","BALLET EGYPTIEN"
"MacDowell,  Edward  A.","CLAIR DE LUNE"
"Hosmer,  Lucius","MARCH OF THE JANIZARIES"
"Dunn,  James  Philip","OVERTURE ON NEGRO THEMES"
"Sullivan,  Sir  Arthur  Seymour","LOST CHORD, THE (TRUMPET SOLO)"
"Hadley,  Henry  Kimball","SILHOUETTES, OP. 77"
"Hadley,  Henry  Kimball","CLEOPATRA'S NIGHT"
"Rachmaninoff,  Sergei","PRELUDE (UNSPECIFIED)"
"Skilton,  Charles  Sanford","INDIAN DANCES, TWO"
"Glazunov,  Alexander","SCENES DE BALLET, OP. 52"
"Langley,  Allan  Lincoln","IN STRAUSS'S TIME (WALTZ)"
"Schubert,  Franz","ELLENSGESANG III, D. 839 (VOICE AND ORCHESTRA) (ARR. Unspecified)"
"Schubert,  Franz","FANTASY AND VARIATIONS FOR CELLO AND ORCH., OP. 17 (ARR. Servais)"
"Strauss,  Richard","CONCERTO, HORN, NO. 1, E FLAT MAJOR, OP. 11"
"Korngold,  Erich","SURSUM CORDA, OP. 13"
"Weiner,  Leo","CSONGOR ÉS TÜNDE, OP. 10"
"Sgambati,  Giovanni","TE DEUM LAUDAMUS, OP. 28"
"Savine,  Alexander","GOLGOTHA"
"Pizzetti,  Ilderbando","PISANELLA, LA: SUITE"
"Vaughan Williams,  Ralph","SYMPHONY NO. 3 (PASTORAL)"
"Bach,  Carl  Philipp Emanuel","CONCERTO, ORCHESTRA, IN D MAJOR (ARR. Steinberg)"
"Mason,  Daniel  Gregory","SYMPHONY NO. 1, C MINOR, OP. 11"
"Bach,  Johann  Sebastian","CHORALE, ""SCHMUCKE DICH, O LIEBE SEELE"", BWV 654 (ARR. Schoenberg)"
"Bach,  Johann  Sebastian","CHORALE, ""KOMM, GOTT SCHÖPFER, HEILIGER GEIST"" (ORCH.), BWV 631 (ARR. Schoenberg)"
"Humperdinck,  Engelbert","CRADLE SONG"
"Alfven [Alfvén],  Hugo","SWEDISH RHAPSODY OP. 19, NO. 1"
"Fairchild,  Blair","DAME LIBELLULE (LADY DRAGON-FLY)"
"Beethoven,  Ludwig  van","VIENNESE DANCES (UNSPECIFIED)"
"Suppe [Suppé],  Franz  Von","MORNING, NOON, AND NIGHT IN VIENNA"
"Ziehrer,  Carl  Michael","VIENNESE GIRLS"
"Bizet,  Georges","CHRISTMAS MARCH OF THE KINGS (CHORAL) (ARR. Schindler)"
"Costeley,  Guillaume","ALLONS, GAY BERGERES"
"Traditional,","CAROL: ENTRE LE BOEUF ET L'ANE GRIS (ARR. Gevaert)"
"Traditional,","CAROL: NOEL WALLON (ARR. Radoux)"
"Moya,  Antoni  Perez","CAROL: AT MIDNIGHT"
"Donostia,  Padre  (San Sebastian, P. Jose Antonio ne Zulaica)","HAPPY BETHLEHEM"
"Romen,  Louis","THREE KINGS, THE, CAROL (CHORUS)"
"Gretchaninoff,  Alexander","AY-DUDU"
"Traditional,","JACKDAW PLAYS THE TRUMPET"
"Traditional,","JOHNNY THE GOAT"
"Traditional,","CRADLE SONG"
"Traditional,","GRANNY RINGS THE BELLS"
"Alfven [Alfvén],  Hugo","MIDSOMMARVAKA (SWEDISH RHAPSODY NO. 2)"
"Liszt,  Franz","ES MUSS EIN WUNDERBARES SEIN  (ARR. Nikish)"
"Liszt,  Franz","O KOMM EIN TRAUM  (ARR. Nikish)"
"Dvorak,  Antonín","FOUR BIBLICAL SONGS (ARR. Wagenaar)"
"Gilbert,  Henry  F.","PILGRIM TERCENTENARY PAGEANT: SUITE"
"Converse,  Frederick  S.","SYMPHONY NO. 2, E MAJOR"
"Wagner,  Richard","TRISTAN UND ISOLDE, WWV 90 (ARR. Seidl)"
"Mozart,  Wolfgang  Amadeus","EXSULTATE JUBILATE, K.158A (OLD K.165)"
"Chadwick,  George  Whitefield","ANNIVERSARY OVERTURE"
"Wagner,  Richard","GREETING TO HANS SACHS (ORCH ARR.) (ARR. Unspecified)"
"Goldmark,  Rubin","NEGRO RHAPSODY, A"
"Buck,  Dudley","NUN OF NIDAROS, THE"
"Stravinsky,  Igor","PETRUSHKA (1911 VERSION)"
"Albeniz [Albéniz],  Isaac","RAPSODIA ESPANOLA (ARR. Casella)"
"Mozart,  Wolfgang  Amadeus","DON GIOVANNI: OVERTURE K.527 (ARR. Unspecified)"
"Liszt,  Franz","TOTENTANZ (ARR. Siloti)"
"Bach,  Johann  Sebastian","PRELUDE, ORGAN, E MINOR (PIANO) (ARR. Siloti)"
"Bach,  Johann  Sebastian","PRELUDE, FROM CANTATA NO. 29 (PIANO) (ARR. Siloti)"
"Bach,  Johann  Sebastian","CHORAL PRELUDE, ORGAN, E MINOR (PIANO) (ARR. Szanto [Szántó])"
"Wetzler,  Hermann  Hans","AS YOU LIKE IT, OP. 7"
"Anrooy,  Peter  G. Van","PIET HEIN, DUTCH RHAPSODY"
"Chopin,  Frédéric","WALTZ, OP. 34, NO. 1 (ORCH) (ARR. Unspecified)"
"Burgmein,  J.","WORK (UNSPECIFIED)"
"Bach,  Johann  Sebastian","SUITE, FRENCH, NO. 5, BWV 816 (ORCH.) (ARR. Unspecified)"
"Bach,  Johann  Sebastian","SONATA, VIOLIN, NO. 6, GAVOTTE (ORCH.) (ARR. Unspecified)"
"Glazunov,  Alexander","WORK (UNSPECIFIED)"
"Musorgsky,  Modest","WORK (UNSPECIFIED)"
"Rebikov,  Vladimir  Ivanovich","WORK (UNSPECIFIED)"
"Schreker,  Franz","CHAMBER SYMPHONY"
"Rabaud,  Henri","ECLOGUE"
"Mozart,  Wolfgang  Amadeus","SYMPHONY NO. 28, C MAJOR, K.189K (OLD K.200)"
"Tommasini,  Vincenzo","IL BEATO REGNO"
"Toch,  Ernst","FANTASTIC MUSIC OF THE NIGHT"
"Mahler,  Gustav","SYMPHONY NO.  7 IN E MINOR (SONG OF THE NIGHT)"
"Taylor,  Deems","THROUGH THE LOOKING GLASS, OP. 12"
"Dohnanyi,  Erno  von","CONCERTO, VIOLIN, D MINOR"
"Saminsky,  Lazare","SYMPHONY OF THE SUMMITS, OP. 19"
"Thomas,  Arthur  Goring","UNE NUIT DE MAY (VOICE + PIANO)"
"Granados,  Enrique","MAJO DISCRETO, EL"
"Bemberg,  Herman","CHANT HINDOU"
"Pick-Mangiagalli,  Riccardo","SORTILEGI (SORCERY), OP.39"
"Bach,  Johann  Sebastian","CON., CLAVIERS (THREE), NO. 2, C MAJOR, BWV 1064"
"Hill,  Edward  Burlingame","STEVENSONIANA: SUITE NO. 2"
"Duparc,  Henri","VAGUE ET LA CLOCHE, LA"
"Schelling,  Ernest","VICTORY BALL, A"
"Roussel,  Albert","POUR UNE FETE DE PRINTEMPS, OP. 22"
"Dvorak,  Antonín","TWO WALTZES, STRING ORCHESTRA, OP.54"
"Kornauth,  Egon","ELEGY FOR ORCHESTRA"
"Converse,  Frederick  S.","MYSTIC TRUMPETER, THE"
"Strauss,  Johann, II","FRUHLINGSSTIMMEN (VOICES OF SPRING), OP.410"
"Riegger,  Wallingford","AMERICAN POLONAISE"
"Weber,  Carl  Maria Von","INVITATION TO THE DANCE"
"Liszt,  Franz","MEPHISTO WALTZ (UNSPECIFIED)"
"Kidder,  Max","TWO INTERLUDES FOR ORCHESTRA"
"Reiser,  Alois","GOBI"
"Novick,  Nathan","RUSSIAN SKETCHES"
"Gounod,  Charles","OU VOULEZ-VOUS ALLER? (BARCAROLLE)"
"Saint-Saens [Saint-Saëns],  Camille","ETIENNE MARCEL"
"Labate,  Bruno","VILLANELLE FOR OBOE"
"Marcelli,  Nino","SUITE ARAUCANA"
"Dykes,  John  Bacchus","LEAD KINDLY, LIGHT"
"Chopin,  Frédéric","SONATA, PIANO, OP. 35: FUNERAL MARCH (UNSPECIFIED VERSION)"
"Bach, J. S. -Gounod,","AVE MARIA - BRASS (ARR. Richard)"
"Langley,  Allan  Lincoln","IMMORTALS, THE"
"Ravel,  Maurice","DEUX MELODIES HERABIQUES"
"Saminsky,  Lazare","HEBREW LULLABY"
"Saminsky,  Lazare","FIRST HEBREW SONG CYCLE, OP. 3"
"Rubinstein,  Anton","REVE DU PRISONNIER, LE"
"Stravinsky,  Igor","SONG OF THE NIGHTINGALE"
"Chadwick,  George  Whitefield","LOCHINVAR"
"Pierne [Pierné],  Gabriel","CYDALISE: SUITE NO. 1"
"Beethoven,  Ludwig  van","SERENADE, FLUTE, VIOLIN, VIOLA, OP.25, D MAJOR"
"Rimsky-Korsakov,  Nikolai","ROMANCE ORIENTALE, OP.2, NO. 1"
"Bridge,  Frank","TWO POEMS"
"Mozart,  Wolfgang  Amadeus","SINFONIA CONCERTANTE, WINDS, E-FLAT MAJOR, K.297B [ANH.9]"
"Duparc,  Henri","CHANSON TRISTE (ORCH)"
"Duparc,  Henri","MANOIR DE ROSEMONDE, LE"
"Handel,  George  Frideric","HARMONIOUS BLACKSMITH, THE  (HARPSICHORD SOLO)"
"Purcell,  Henry","GROUND"
"Scarlatti,  Alessandro","SONATA FOR CROSSED KEYBOARDS"
"Wagner,  Richard","GOTTERDAMMERUNG: SIEGFRIED'S RHINE JOURNEY [GÖTTERDÄMMERUNG] (ARR. Humperdinck)"
"Schreker,  Franz","EIN TANZSPIEL"
"Debussy,  Claude","TWO DANCES (ARR. Ravel)"
"Dale,  Benjamin  James","ROMANCE FOR VIOLIN AND ORCHESTRA"
"Falla,  Manuel  de","THREE-CORNERED HAT (EL SOMBRERO DE TRES PICOS), SUITE NO. 2"
"Paderewski,  Ignacy  Jan","SYMPHONY IN B MINOR"
"Borowski,  Felix","YOUTH, FANTASIE-OVERTURE"
"Holst,  Gustav","CHRISTMAS DAY"
"Traditional,","CAROL: GOOD CHRISTIAN MEN REJOICE"
"Traditional,","CAROL: COME YE LOFTY"
"Traditional,","CAROL: THE FIRST NOEL"
"Gruber,  Franz  Xaver","SILENT NIGHT (ARR. Haydn)"
"Traditional,","CAROL: TYROLEAN FOLK"
"Saboly,  Nicolas","TOURO-LOURO-LOURO"
"Schroeder,  William","PAN"
"Beethoven,  Ludwig  van","RONDINO FOR WIND INSTRUMENTS"
"Boccherini,  Luigi","CONCERTO, VIOLIN, D MAJOR, G.486"
"Saminsky,  Lazare","VIGILS, THE"
"Goldmark,  Rubin","CALL OF THE PLAINS, THE"
"McKinley,  Carl","BLUE FLOWER, THE"
"Beethoven,  Ludwig  van","CANON: ABBE STADLER"
"Beethoven,  Ludwig  van","CANON: I BEG THEE HUMBLY WRITE DOWN THE SCALE IN E FLAT"
"Wagner,  Richard","FLIEGENDE HOLLANDER, DER, WWV 63: SPINNING SONG, THE (ARR. Liszt)"
"Wagner,  Richard","FLIEGENDE HOLLANDER, DER, WWV 63: SPINNING SONG (VIOLIN)"
"Boccherini,  Luigi","CONCERTO, CELLO, NO. 9, B FLAT MAJOR, G.482"
"Geissel,  J.","GRANDMOTHER'S DREAM (ARR. Buldrini)"
"Becket,  Thomas  A.","COLUMBIA, THE GEM OF THE OCEAN (ALT: THE RED, WHITE AND BLUE)"
"Fairchild,  Blair","SHAH FERIDOUN"
"Beethoven,  Ludwig  van","CANON: HELPFUL BE, O MAN, NOBLE AND GOOD (FOR SIX VOICES+CHOR) (ARR. Damrosch)"
"Beethoven,  Ludwig  van","SONATA, PIANO, NO. 32, C MINOR , OP. 111"
"Hanson,  Howard","NORTH AND WEST"
"Mengelberg,  Willem","PRELUDE"
"Strauss,  Richard","COUPERIN DANCE SUITE"
"Powell,  John","CONCERTO, VIOLIN, E MAJOR, OP. 23"
"Bach,  Johann  Sebastian","CON., HARPSICHORD, NO. 7, G MINOR, BWV 1058"
"Casadesus,  Robert","BERCEUSE (ORCH., NOT SPECIFIED)"
"Ropartz,  Joseph  Guy","SERENADE CHAMPETRE (ORCH.)"
"Wagner,  Richard","WORK (UNSPECIFIED)"
"Schumann,  Robert","NOVELETTE (UNSPECIFIED) (ARR. Unspecified)"
"Bizet,  Georges","AU CLAIR DE LUNE"
"Ippolitov-Ivanov,  Mikhail","IVERIYA, SUITE NO. 2"
"Quilter,  Roger","CHILDREN'S OVERTURE"
"Schuecker,  Edmund","MAZURKA, HARP"
"Bellison,  Simeon","CANZONETTA (GRANDMOTHER'S STORIES)"
"Schubert,  Franz","MOMENS MUSICALS, D.780 (ORCH) (ARR. Stock)"
"Weber,  Carl  Maria Von","CONCERTO, BASSOON, F MAJOR, OP. 75"
"Rimsky-Korsakov,  Nikolai","CONCERT-FANTASY ON RUSSIAN THEMES"
"Gallico,  Paolo","EUPHORION"
"Andreae,  Volkmar","LITTLE SUITE FOR ORCHESTRA, OP. 27"
"Mozart,  Wolfgang  Amadeus","CONCERTO, FLUTE NO. 2, D MAJOR, K.285D (OLD K.314)"
